,time,name,country,place,marathon,day,month,year,gender
80,2:23:59,Monica JEPKOECH,KEN,6,Nagoya,10,MAR,2019,F
81,2:24:00,Sara DOSSENA,ITA,7,Nagoya,10,MAR,2019,F
82,2:24:02,Ababel YESHANEH,ETH,6,Tokyo,3,MAR,2019,F
83,2:24:03,Wude YIMER AYALEW,ETH,2,Abu Dhabi,6,DEC,2019,F
84,2:24:05,Hirut TIBEBU,ETH,2,Seoul,17,MAR,2019,F
85,2:24:09,Kayoko FUKUSHI,JPN,8,Nagoya,10,MAR,2019,F
86,2:24:11,Sinead DIVER,AUS,7,London,28,APR,2019,F
87,2:24:13,Askale MERACHI,ETH,1,Los Angeles,24,MAR,2019,F
88,2:24:13,Ruth CHEBITOK,KEN,6,Toronto,20,OCT,2019,F
89,2:24:15,Tigist ABAYECHEW,ETH,2,Istanbul,3,NOV,2019,F
90,2:24:16,Maurine CHEPKEMOI,KEN,3,Istanbul,3,NOV,2019,F
91,2:24:19,Miyuki UEHARA,JPN,9,Nagoya,10,MAR,2019,F
92,2:24:21,Marta MEGRA,ETH,1,Hengshui,22,SEP,2019,F
93,2:24:28,Yeshi CHEKOLE KALAYU,ETH,3,Abu Dhabi,6,DEC,2019,F
94,2:24:29,Guteni SHONE,ETH,1,Sevilla,17,FEB,2019,F
95,2:24:30,Aberu MERKURIA,ETH,1,Chongqing,31,MAR,2019,F
96,2:24:30,Shiuko GENEMO,ETH,7,Toronto,20,OCT,2019,F
97,2:24:33,Mao ICHIYAMA,JPN,7,Tokyo,3,MAR,2019,F
98,2:24:33,Stellah BARSOSIO,KEN,1,Sydney,15,SEP,2019,F
99,2:24:34,Genet YALEW,ETH,3,Prague,5,MAY,2019,F
0,2:03:23,Wilson Kipsang,KEN,1,Berlin,29,SEP,2013,M
1,2:03:45,Dennis Kimetto,KEN,1,Chicago,13,OCT,2013,M
2,2:03:52,Emmanuel Mutai,KEN,2,Chicago,13,OCT,2013,M
3,2:04:05,Eliud Kipchoge,KEN,2,Berlin,29,SEP,2013,M
4,2:04:45,Lelisa Desisa,ETH,1,Dubai,25,JAN,2013,M
5,2:04:48,Andualem Belay Shiferaw,ETH,2,Dubai,25,JAN,2013,M
6,2:04:49,Tadesse Tola,ETH,3,Dubai,25,JAN,2013,M
7,2:04:52,Endeshaw Negesse,ETH,4,Dubai,25,JAN,2013,M
8,2:04:53,Bernard Koech,ETH,5,Dubai,25,JAN,2013,M
9,2:05:16,Sammy Kitwara,KEN,3,Chicago,13,OCT,2013,M
10,2:05:30,Eliud Kipchoge,KEN,1,Hamburg,21,APR,2013,M
11,2:05:36,Wilson Chebet,KEN,1,Amsterdam,20,OCT,2013,M
12,2:05:38,Peter Some,KEN,1,Paris,7,APR,2013,M
13,2:05:38,Tilahun Regassa,ETH,1,Rotterdam,14,APR,2013,M
14,2:06:04,Tsegaye Kebede,ETH,1,London,21,APR,2013,M
15,2:06:06,Berhanu Girma,ETH,2,Amsterdam,20,OCT,2013,M
16,2:06:15,Vincent Kipruto,KEN,1,Frankfurt,27,OCT,2013,M
17,2:06:16,Mark Kiptoo,KEN,2,Frankfurt,27,OCT,2013,M
18,2:06:25,James Kipsang Kwambai,KEN,1,Seoul,3,NOV,2013,M
19,2:06:26,Geoffrey Kipsang,KEN,3,Berlin,29,SEP,2013,M
20,2:06:29,Bernard Koech,KEN,3,Amsterdam,20,OCT,2013,M
21,2:06:33,Nicholas Kipkemboi,KEN,6,Dubai,25,JAN,2013,M
22,2:06:33,Tadese Tola,ETH,2,Paris,7,APR,2013,M
23,2:06:33,Emmanuel Mutai,KEN,2,London,21,APR,2013,M
24,2:06:34,Eric Ndiema,KEN,3,Paris,7,APR,2013,M
25,2:06:35,Stephen Tum,KEN,1,Marrakech,27,JAN,2013,M
26,2:06:45,Getu Feleke,ETH,2,Rotterdam,14,APR,2013,M
27,2:06:50,Denis Kimetto,KEN,1,Tokyo,24,FEB,2013,M
28,2:06:56,Megersa Bacha,ETH,4,Paris,7,APR,2013,M
29,2:06:56,Micah Kogo,KEN,4,Chicago,13,OCT,2013,M
30,2:06:57,Philip Sanga,KEN,5,Paris,7,APR,2013,M
31,2:06:57,Ayele Abshero,ETH,3,London,21,APR,2013,M
32,2:06:58,Michael Kipyego,KEN,2,Tokyo,24,FEB,2013,M
33,2:06:59,Franklin Chepkwony,KEN,1,Seoul,17,MAR,2013,M
34,2:07:05,Tesfaye Tola,ETH,1,Beijing,20,OCT,2013,M
35,2:07:05,Deressa Chimsa,ETH,1,Toronto,20,OCT,2013,M
36,2:07:08,Mark Korir,KEN,2,Seoul,3,NOV,2013,M
37,2:07:12,Sumi Dechase,ETH,2,Seoul,17,MAR,2013,M
38,2:07:12,Sammy Kitwara,KEN,3,Rotterdam,14,APR,2013,M
39,2:07:14,Felix Kipkemoi Keny,KEN,1,Valencia,17,NOV,2013,M
40,2:07:16,Martin Muthathi,KEN,1,Fukuoka,1,DEC,2013,M
41,2:07:19,Bernard Kipyego,KEN,2,Beijing,20,OCT,2013,M
42,2:07:20,Daniel Rono,KEN,3,Beijing,20,OCT,2013,M
43,2:07:27,Seboka Dibaba Tola,ETH,3,Seoul,17,MAR,2013,M
44,2:07:32,Negari Terfa,ETH,1,Xiamen,5,JAN,2013,M
45,2:07:34,Elijah Kemboi,KEN,3,Frankfurt,27,OCT,2013,M
46,2:07:35,Limenih Getachew,ETH,2,Hamburg,21,APR,2013,M
47,2:07:41,Gezahegne Girma,ETH,2,Marrakech,27,JAN,2013,M
48,2:07:44,Paul K Lonyangata,KEN,2,Xiamen,5,JAN,2013,M
49,2:07:44,Stephen Chemlany,KEN,4,Berlin,29,SEP,2013,M
50,2:07:44,Tadese Abraham,ERI,1,Zurich,7,APR,2013,M
51,2:07:46,Feyise Lilesa,ETH,4,London,21,APR,2013,M
52,2:07:46,Jacob Chesari,KEN,4,Frankfurt,27,OCT,2013,M
53,2:07:47,Kipsang,KEN,5,London,21,APR,2013,M
54,2:07:48,Dereje Debele Tulu,ETH,1,Dusseldorf,28,APR,2013,M
55,2:07:48,Joel Kimurer Kemboi,KEN,1,Gyeongju,13,OCT,2013,M
56,2:07:53,Bernard Kipyego,KEN,3,Tokyo,24,FEB,2013,M
57,2:07:55,Dadi Yami,ETH,7,Dubai,25,JAN,2013,M
58,2:07:55,Mustapha El Aziz,MAR,3,Seoul,3,NOV,2013,M
59,2:07:56,Getachew Terfa Negari,ETH,1,Rome,17,MAR,2013,M
60,2:08:00,Pius Dominic Ondoro,KEN,1,Tiberias,10,JAN,2013,M
61,2:08:00,Kazuhiro Maeda,JPN,4,Tokyo,24,FEB,2013,M
62,2:08:02,Kwambai,KEN,5,Tokyo,24,FEB,2013,M
63,2:08:02,Abdullah Shami Dawit,ETH,4,Amsterdam,20,OCT,2013,M
64,2:08:05,Stephen Kiprotich,UGA,6,London,21,APR,2013,M
65,2:08:05,Tariku Jufar,ETH,1,Ottawa,26,MAY,2013,M
66,2:08:10,Deribe Robi,ETH,2,Tiberias,10,JAN,2013,M
67,2:08:11,Birhanu Gebre Girma,ETH,2,Rome,17,MAR,2013,M
68,2:08:12,Luka Rotich,KEN,2,Ottawa,26,MAY,2013,M
69,2:08:14,Sylvester Teimet,KEN,6,Paris,7,APR,2013,M
70,2:08:15,Yuki Kawauchi,JPN,1,Beppu,3,FEB,2013,M
71,2:08:15,Kawauchi,JPN,4,Seoul,17,MAR,2013,M
72,2:08:17,Gilbert Kirwa,KEN,6,Tokyo,24,FEB,2013,M
73,2:08:17,Albert Matebor,KEN,5,Frankfurt,27,OCT,2013,M
74,2:08:17,Amanuel Mesel,ERI,2,Valencia,17,NOV,2013,M
75,2:08:17,Ondoro,KEN,2,Dusseldorf,28,APR,2013,M
76,2:08:19,Sahle Warga,ETH,7,Paris,7,APR,2013,M
77,2:08:19,Abraham Girma,ETH,8,Paris,7,APR,2013,M
78,2:08:19,Henry Sugut,KEN,1,Vienna,14,APR,2013,M
79,2:08:22,Yared Asmerom,ERI,7,London,21,APR,2013,M
80,2:08:24,Mike Kigen,KEN,8,Dubai,25,JAN,2013,M
81,2:08:24,Geoffrey Mutai,KEN,1,New York,3,NOV,2013,M
82,2:08:28,Habtamu Assefa,ETH,9,Dubai,25,JAN,2013,M
83,2:08:29,Nickson Kurgat,KEN,1,Chuncheon,27,OCT,2013,M
84,2:08:30,Stephen Chemlany,ETH,3,Rome,17,MAR,2013,M
85,2:08:30,David Kemboi Kiyang,KEN,2,Chuncheon,27,OCT,2013,M
86,2:08:31,Francis Kibiwott,KEN,3,Tiberias,10,JAN,2013,M
87,2:08:32,Lusapho April,RSA,1,Hannover,5,MAY,2013,M
88,2:08:33,Abraham Kiprotich,FRA,1,Daegu,14,APR,2013,M
89,2:08:34,Vincent Kipruto,KEN,1,Otsu,3,MAR,2013,M
90,2:08:34,Solomon Kiptoo,KEN,2,Vienna,14,APR,2013,M
91,2:08:35,Kentaro Nakamoto,JPN,2,Beppu,3,FEB,2013,M
92,2:08:35,Haile Haja Gemeda,ETH,4,Rome,17,MAR,2013,M
93,2:08:37,Tariku Jufar,ETH,2,Otsu,3,MAR,2013,M
94,2:08:39,Warga,ETH,3,Xiamen,5,JAN,2013,M
95,2:08:39,Stanley Biwott,KEN,8,London,21,APR,2013,M
96,2:08:42,Geoffrey Ndugu,KEN,3,Vienna,14,APR,2013,M
97,2:08:42,Alfred Kering,KEN,1,Hengshui,21,SEP,2013,M
98,2:08:46,Dereje Tadesse,ETH,4,Tiberias,10,JAN,2013,M
99,2:08:46,Abebe Degefa,ETH,4,Beijing,20,OCT,2013,M
0,2:04:00,Eliud KIPCHOGE,KEN,1,Berlin,27,SEP,2015,M
1,2:04:42,KIPCHOGE,KEN,1,London,26,APR,2015,M
2,2:04:47,Wilson KIPSANG,KEN,2,London,26,APR,2015,M
3,2:05:21,Eliud KIPTANUI,KEN,2,Berlin,27,SEP,2015,M
4,2:05:28,Lemi BERHANU,ETH,1,Dubai,23,JAN,2015,M
5,2:05:49,Mark KORIR,KEN,1,Paris,12,APR,2015,M
6,2:05:50,Dennis KIMETTO,KEN,3,London,26,APR,2015,M
7,2:05:52,Lelisa DESISA,ETH,2,Dubai,23,JAN,2015,M
8,2:05:52,Stephen CHEBOGUT,KEN,1,Eindhoven,11,OCT,2015,M
9,2:05:58,Deriba ROBI,ETH,2,Eindhoven,11,OCT,2015,M
10,2:06:00,Endeshaw NEGESSE,ETH,1,Tokyo,22,FEB,2015,M
11,2:06:00,B  Mark KIPTOO,KEN,3,Eindhoven,11,OCT,2015,M
12,2:06:06,Deribe ROBI,ETH,3,Dubai,23,JAN,2015,M
13,2:06:11,Wilson LOYANAE,KEN,1,Seoul,15,MAR,2015,M
14,2:06:13,Bernard KIPYEGO,KEN,1,Amsterdam,18,OCT,2015,M
15,2:06:13,John MWANGANGI,KEN,1,Valencia,15,NOV,2015,M
16,2:06:19,Moses Cheruiyot MOSOP,KEN,1,Xiamen,3,JAN,2015,M
17,2:06:26,Sisay LEMMA,ETH,1,Frankfrut,25,OCT,2015,M
18,2:06:33,Stephen KIPROTICH,UGA,2,Tokyo,22,FEB,2015,M
19,2:06:33,Matthew KISORIO,KEN,2,Valencia,15,NOV,2015,M
20,2:06:34,Dickson CHUMBA,KEN,3,Tokyo,22,FEB,2015,M
21,2:06:34,Lani Kiplagat RUTTO,KEN,2,Frankfurt,25,OCT,2015,M
22,2:06:35,Feysa LELISA,ETH,2,Xiamen,3,JAN,2015,M
23,2:06:41,Stanley BIWOTT,KEN,4,London,26,APR,2015,M
24,2:06:46,Abera KUMA,ETH,1,Rotterdam,12,APR,2015,M
25,2:06:48,Alfers LAGAT,KEN,3,Frankfurt,25,OCT,2015,M
26,2:06:54,Tilahun REGASSA,ETH,2,Xiamen,3,JAN,2015,M
27,2:06:57,Feyisa LILESA,ETH,3,Berlin,27,SEP,2015,M
28,2:06:59,Felix KIPROTICH,KEN,2,Seoul,15,MAR,2015,M
29,2:07:06,Sisay LEMMA,ETH,5,Dubai,23,JAN,2015,M
30,2:07:07,Samuel Kiplimo KOSGEI,KEN,1,Kosice,4,OCT,2015,M
31,2:07:07,Felix KANDIE,KEN,3,Valencia,15,NOV,2015,M
32,2:07:09,Bazu WORKU,ETH,6,Dubai,23,JAN,2015,M
33,2:07:12,Paul LONYANGATA,KEN,1,Shanghai,8,NOV,2015,M
34,2:07:11,Wilson Loyanae ERUPE,KEN,1,Gyeongju,11,OCT,2015,M
35,2:07:16,REGASSA,ETH,5,London,26,APR,2015,M
36,2:07:16,Abayneh WOLDEGIORGIS,ETH,4,Eindhoven,11,OCT,2015,M
37,2:07:17,Lucas ROTICH,KEN,1,Hamburg,26,APR,2015,M
38,2:07:18,Ezekiel CHEBII,KEN,2,Amsterdam,18,OCT,2015,M
39,2:07:20,Shumi DECHASA,ETH,4,Tokyo,22,FEB,2015,M
40,2:07:20,Luka KANDA,KEN,2,Paris,12,APR,2015,M
41,2:07:20,Mark KIPTOO,KEN,2,Rotterdam,12,APR,2015,M
42,2:07:22,Peter SOME,KEN,5,Tokyo,22,FEB,2015,M
43,2:07:25,Markos GENETI,ETH,6,Tokyo,22,FEB,2015,M
44,2:07:26,Girmay BIRHANU,ETH,1,Daegu,5,APR,2015,M
45,2:07:31,Sisay LEMMA,ETH,1,Vienna,12,APR,2015,M
46,2:07:33,Seboka TOLA,ETH,3,Paris,12,APR,2015,M
47,2:07:38,Stephen MOKOKA,RSA,2,Shanghai,8,NOV,2015,M
48,2:07:39,Masato IMAI,JPN,7,Tokyo,22,FEB,2015,M
49,2:07:42,Mike KIPRUTO,KEN,4,Paris,12,APR,2015,M
50,2:07:43,Samuel KITWARA,KEN,6,London,26,APR,2015,M
51,2:07:44,Gilbert Kipruto KIRWA,KEN,5,Paris,12,APR,2015,M
52,2:07:45,Mike KIGEN,KEN,3,Amsterdam,18,OCT,2015,M
53,2:07:46,Emmanuel MUTAI,KEN,4,Berlin,27,SEP,2015,M
54,2:07:47,Jacob KIBET,KEN,3,Seoul,15,MAR,2015,M
55,2:07:47,Ghirmay GHEBRESLASSIE,ERI,2,Hamburg,26,APR,2015,M
56,2:07:54,Laban Kipngetich KORIR,KEN,6,Paris,12,APR,2015,M
57,2:07:56,Deressa CHIMSA,ETH,7,Paris,12,APR,2015,M
58,2:07:58,Tsegaye KEBEDE,ETH,8,Tokyo,22,FEB,2015,M
59,2:07:57,Hayle Berhanu LEMI,ETH,1,Warsaw,26,APR,2015,M
60,2:07:57,Ernest Kiprono NGENO,KEN,1,Hengshui,26,SEP,2015,M
61,2:08:01,Stephen CHEBOGUT,KEN,3,Hamburg,26,APR,2015,M
62,2:08:02,Bernard KOECH,KEN,3,Rotterdam,12,APR,2015,M
63,2:08:03,Birhanu GEDEFA,ETH,1,Houston,18,JAN,2015,M
64,2:08:05,Dadi Yami GEMEDA,ETH,4,Seoul,15,MAR,2015,M
65,2:08:05,Robert KWEMOI,KEN,2,Warsaw,26,APR,2015,M
66,2:08:08,Kosgei Colling TANUI,KEN,2,Kosice,4,OCT,2015,M
67,2:08:09,Abrha MILAW,ETH,3,Xiamen,3,JAN,2015,M
68,2:08:11,Chala DECHASE,ETH,7,Dubai,23,JAN,2015,M
69,2:08:11,Markos GENETI,ETH,3,Warsaw,26,APR,2015,M
70,2:08:11,Joel Kiplimo KEMBOI,KEN,2,Gyeongju,11,OCT,2015,M
71,2:08:12,Gebo BURKA,ETH,2,Houston,18,JAN,2015,M
72,2:08:14,Abreham CHERKOS,ETH,5,Seoul,15,MAR,2015,M
73,2:08:14,Girmay BIRHANU,ETH,1,Ottawa,24,MAY,2015,M
74,2:08:16,Philip KANGOGO,KEN,1,Barcelona,15,MAR,2015,M
75,2:08:17,Edwin KIBET,KEN,5,Eindhoven,11,OCT,2015,M
76,2:08:18,Robert Kipkorir KWAMBAI,KEN,4,Xiamen,3,JAN,2015,M
77,2:08:18,Philemon RONO,KEN,4,Hamburg,26,APR,2015,M
78,2:08:18,Amanuel MESEL,ERI,4,Warsaw,26,APR,2015,M
79,2:08:18,Patrick MAKAU,KEN,1,Fukuoka,6,DEC,2015,M
80,2:08:19,Limaneh GETACHEW,ETH,1,Ljubljana,25,OCT,2015,M
81,2:08:21,Stephen CHEMLANY,KEN,2,Nagano,5,APR,2015,M
82,2:08:25,Chala DECHASE,ETH,4,Amsterdam,18,OCT,2015,M
83,2:08:28,Richard SIGEI,KEN,5,Warsaw,26,APR,2015,M
84,2:08:29,Elijah KEMBOI,KEN,6,Warsaw,26,APR,2015,M
85,2:08:31,Gete FELEKE,ETH,2,Fukuoka,6,DEC,2015,M
86,2:08:32,Felix KANDIE,KEN,1,Prague,3,MAY,2015,M
87,2:08:33,Arne GABIUS,GER,4,Frankfurt,25,OCT,2015,M
88,2:08:37,Mulugeta WAMI,ETH,2,Ljubljana,25,OCT,2015,M
89,2:08:38,Gebresadik ABRAHA,ETH,4,Valencia,15,NOV,2015,M
90,2:08:42,Kenneth MUNGARA,KEN,1,Gold Coast,5,JUL,2015,M
91,2:08:44,MUNGARA,KEN,1,Milano,12,APR,2015,M
92,2:08:45,Wilson CHEBET,KEN,5,Amsterdam,18,OCT,2015,M
93,2:08:46,Tebalu ZAWUDE,ETH,1,Seoul,1,NOV,2015,M
94,2:08:47,Philemon RONO,KEN,5,Valencia,17,NOV,2015,M
95,2:08:49,Suleiman SIMOTWO,KEN,5,Frankfurt,25,OCT,2015,M
96,2:08:50,Evans CHEBET,KEN,2,Prague,3,MAY,2015,M
97,2:08:50,Tola Shura Kitata,ETH,3,Shanghai,8,NOV,2015,M
98,2:08:51,Workneh TESFA,ETH,1,Marrakech,25,JAN,2015,M
99,2:08:53,Ayele ABSHERO,ETH,3,Gyeongju,11,OCT,2015,M
0,2:01:39,Eliud KIPCHOGE,KEN,1,Berlin,16,SEP,2018,M
1,2:04:00,Mosinet GEREMEW,ETH,1,Dubai,26,JAN,2018,M
2,2:04:02,Leul GEBRESILASE,ETH,2,Dubai,26,JAN,2018,M
3,2:04:06,Tamirat TOLA,ETH,3,Dubai,26,JAN,2018,M
4,2:04:06,Lawrence CHERONO,KEN,1,Amsterdam,21,OCT,2018,M
5,2:04:06,Asefa MENGSTU,ETH,4,Dubai,26,JAN,2018,M
6,2:04:08,Sisay LEMMA,ETH,5,Dubai,26,JAN,2018,M
7,2:04:15,Birhanu LEGESE,ETH,6,Dubai,26,JAN,2018,M
8,2:04:17,Eliud KIPCHOGE,KEN,1,London,22,APR,2018,M
9,2:04:30,Leul GEBRSELASSIE,ETH,1,Valencia,2,DEC,2018,M
10,2:04:37,Mule WASIHUN,ETH,2,Amsterdam,21,OCT,2018,M
11,2:04:40,Solomon DEKSISA,ETH,3,Amsterdam,21,OCT,2018,M
12,2:04:43,El Hassan El ABBASAI,BRN,2,Valencia,2,DEC,2018,M
13,2:04:44,Seifu TURA,ETH,7,Dubai,26,JAN,2018,M
14,2:04:47,Tola SHURA,ETH,2,London,22,APR,2018,M
15,2:04:53,Matthew KISORIO,KEN,3,Valencia,2,DEC,2018,M
16,2:04:58,Sisay LEMMA,ETH,5,Ljubljana,28,OCT,2018,M
17,2:05:11,Mo FARAH,GBR,1,Chicago,7,OCT,2018,M
18,2:05:14,Mosinet GEREMEW,ETH,2,Chicago,7,OCT,2018,M
19,2:05:20,Tsegaye KEBEDE,ETH,4,Valencia,2,DEC,2018,M
20,2:05:21,Emmanuel SAINA,KEN,1,Buenos Aires,23,SEP,2018,M
21,2:05:21,Norbert KIGEN,KEN,5,Valencia,2,DEC,2018,M
22,2:05:26,El Mahjoub DAZZA,MAR,6,Valencia,2,DEC,2018,M
23,2:05:30,Dickson CHUMBA,KEN,1,Tokyo,25,FEB,2018,M
24,2:05:44,Kenneth KIPKEMOI,KEN,1,Rotterdam,8,APR,2018,M
25,2:05:50,Abera KUMA,ETH,2,Rotterdam,8,APR,2018,M
26,2:05:50,Suguru OSAKA,JPN,3,Chicago,7,OCT,2018,M
27,2:05:56,Kelkile GEZAHEGNE,ETH,3,Rotterdam,8,APR,2018,M
28,2:05:57,Kenneth KIPKEMOI,KEN,4,Chicago,7,OCT,2018,M
29,2:05:58,Laban KORIR,KEN,4,Rotterdam,8,APR,2018,M
30,2:05:59,Lelisa DESISA,ETH,1,New York,4,NOV,2018,M
31,2:06:01,Shura KITATA,ETH,2,New York,4,NOV,2018,M
32,2:06:07,Galen RUPP,USA,1,Prague,6,MAY,2018,M
33,2:06:11,Yuta SHITARA,JPN,2,Tokyo,25,FEB,2018,M
34,2:06:15,Gideon KIPKETER,KEN,4,Amsterdam,21,OCT,2018,M
35,2:06:20,Sammy KITWARA,KEN,7,Valencia,2,DEC,2018,M
36,2:06:21,FARAH,GBR,3,London,22,APR,2018,M
37,2:06:21,Galen RUPP,USA,5,Chicago,7,OCT,2018,M
38,2:06:23,Amos KIPRUTO,KEN,2,Berlin,16,SEP,2018,M
39,2:06:24,Kaan Ã–ZBILEN,TUR,5,Amsterdam,21,OCT,2018,M
40,2:06:24,Solomon Kirwa YEGO,KEN,8,Valencia,2,DEC,2018,M
41,2:06:25,Paul LONYANGATA,KEN,1,Paris,8,APR,2018,M
42,2:06:26,Geoffrey KWAMWOROR,KEN,3,New York,4,NOV,2018,M
43,2:06:29,Abraham KIPTUM,KEN,1,Daegu,1,APR,2018,M
44,2:06:33,Amos KIPRUTO,KEN,3,Tokyo,25,FEB,2018,M
45,2:06:33,Laban KORIR,KEN,6,Amsterdam,21,OCT,2018,M
46,2:06:34,DEKSISA,ETH,1,Hamburg,29,APR,2018,M
47,2:06:35,Evans Kipkoech KORIR,KEN,2,Daegu,1,APR,2018,M
48,2:06:36,Mathew KISORIO,KEN,2,Paris,8,APR,2018,M
49,2:06:37,Kelkile WOLDAREGAY,ETH,1,Frankfurt,28,OCT,2018,M
50,2:06:41,Ernest NGENO,KEN,3,Paris,8,APR,2018,M
51,2:06:41,Martin Kiprugut KOSGEY,KEN,2,Frankfurt,28,OCT,2018,M
52,2:06:45,Geoffrey KIRUI,KEN,6,Chicago,7,OCT,2018,M
53,2:06:47,Gideon KIPKETER,KEN,4,Tokyo,25,FEB,2018,M
54,2:06:47,Tadu ABATE,ETH,7,Amsterdam,21,OCT,2018,M
55,2:06:48,Wilson KIPSANG,KEN,3,Berlin,16,SEP,2018,M
56,2:06:49,Peter Kimeli SOME,KEN,3,Daegu,1,APR,2018,M
57,2:06:51,Jonathan KORIR,KEN,8,Amsterdam,21,OCT,2018,M
58,2:06:54,Hiroto INOUE,JPN,5,Tokyo,25,FEB,2018,M
59,2:06:54,Tadu ABATE,ETH,2,Hamburg,29,APR,2018,M
60,2:06:57,Wilson Loyanae ERUPE,KEN,1,Seoul,18,MAR,2018,M
61,2:07:00,Yitayal ATNAFU,ETH,4,Paris,8,APR,2018,M
62,2:07:03,Mark KORIR,KEN,2,Seoul,18,MAR,2018,M
63,2:07:03,Sisay LEMMA,ETH,2,Prague,6,MAY,2018,M
64,2:07:07,Abel KIRUI,KEN,4,London,22,APR,2018,M
65,2:07:09,Alex KIBET,KEN,3,Frankfurt,28,OCT,2018,M
66,2:07:11,Benson KIPRUTO,KEN,3,Seoul,18,MAR,2018,M
67,2:07:19,Ayele ABSHERO,ETH,3,Hamburg,29,APR,2018,M
68,2:07:20,Hillary KIPSAMBU,KEN,9,Amsterdam,21,OCT,2018,M
69,2:07:22,Marius KIPSEREM,KEN,5,Rotterdam,8,APR,2018,M
70,2:07:24,Benson KIPRUTO,KEN,1,Toronto,21,OCT,2018,M
71,2:07:25,Abrha MILAW ASEFA,ETH,1,Cannes,4,NOV,2018,M
72,2:07:27,Yuma HATTORI,JPN,1,Fukuoka,2,DEC,2018,M
73,2:07:28,Amos Kiplimo MITEI,KEN,4,Frankfurt,28,OCT,2018,M
74,2:07:30,Feyisa LILESE,ETH,6,Tokyo,25,FEB,2018,M
75,2:07:32,Elisha KIPCHIRCHIR,KEN,1,Eindhoven,14,OCT,2018,M
76,2:07:33,Deribe ROBI,ETH,9,Valencia,2,DEC,2018,M
77,2:07:34,Limenih GETACHEW,ETH,1,Lisboa,14,OCT,2018,M
78,2:07:34,Kenneth KETER,KEN,5,Frankfurt,28,OCT,2018,M
79,2:07:37,Solomon YEGO,KEN,4,Hamburg,29,APR,2018,M
80,2:07:37,Benson SEUREI,BRN,10,Valencia,2,DEC,2018,M
81,2:07:38,Laban MUTAI,KEN,2,Eindhoven,14,OCT,2018,M
82,2:07:45,Marius KIMUTAI,KEN,4,Seoul,18,MAR,2018,M
83,2:07:46,Augustino Paulo SULLE,TAN,2,Toronto,21,OCT,2018,M
84,2:07:50,Elisha ROTICH,KEN,4,Daegu,1,APR,2018,M
85,2:07:50,Mark KIPTOO,KEN,6,Frankfurt,28,OCT,2018,M
86,2:07:50,Vincent RONO,KEN,3,Eindhoven,14,OCT,2018,M
87,2:07:51,Samuel NDUNGU,KEN,2,Lisboa,14,OCT,2018,M
88,2:07:52,Abel KIRUI,KEN,7,Chicago,7,OCT,2018,M
89,2:07:53,Macharia NDIRANGU,KEN,1,Otsu,4,MAR,2018,M
90,2:07:57,Felix KIPROTICH,KEN,5,Seoul,18,MAR,2018,M
91,2:07:57,Stephen KIPROTICH,UGA,5,Hamburg,29,APR,2018,M
92,2:07:57,Taku FUJIMOTO,JPN,8,Chicago,7,OCT,2018,M
93,2:07:58,Justus KIPKOSGEI,KEN,3,Lisboa,14,OCT,2018,M
94,2:07:59,Bedan KAROKI,KEN,9,Chicago,7,OCT,2018,M
95,2:08:03,Jarius BIRECH,KEN,1,Roma,8,APR,2018,M
96,2:08:08,Ryo KINEME,JPN,7,Tokyo,25,FEB,2018,M
97,2:08:08,Anthony MARITIM,KEN,1,Barcelona,11,MAR,2018,M
98,2:08:11,Raymond CHOGE,KEN,1,Kosice,7,OCT,2018,M
99,2:08:13,Mule WASIHUN,ETH,6,Rotterdam,8,APR,2018,M
0,2:01:41,Kenenisa BEKELE,ETH,1,Berlin,29,SEP,2019,M
1,2:02:37,Eliud KIPCHOGE,KEN,1,London,28,APR,2019,M
2,2:02:48,Berhanu LEGESE,ETH,2,Berlin,29,SEP,2019,M
3,2:02:55,Mosinet GEREMEW,ETH,2,London,28,APR,2019,M
4,2:03:16,Mule WASIHUN,ETH,3,London,28,APR,2019,M
5,2:03:34,Getaneh MOLLA,ETH,1,Dubai,25,JAN,2019,M
6,2:03:36,Sisay LEMMA,ETH,3,Berlin,29,SEP,2019,M
7,2:03:40,Herpassa NEGASA,ETH,2,Dubai,25,JAN,2019,M
8,2:03:51,Kinde Atanaw AYALEW,ETH,1,Valencia,1,DEC,2019,M
9,2:04:11,Marius KIPSEREM,KEN,1,Rotterdam,7,APR,2019,M
10,2:04:16,Kaan Kigen OZBILEN,TUR,2,Valencia,1,DEC,2019,M
11,2:04:24,Asefa MENGISTU,ETH,3,Dubai,25,JAN,2019,M
12,2:04:40,Reuben Kiprop KIPYEGO,KEN,1,Abu Dhabi,6,DEC,2019,M
13,2:04:42,Guye ADOLA,ETH,3,Valencia,1,DEC,2019,M
14,2:04:46,Titus ERIKU,KEN,1,Milano,7,APR,2019,M
15,2:04:48,Birhanu LEGESE,ETH,1,Tokyo,3,MAR,2019,M
16,2:04:51,Abebe NEGEWO,ETH,4,Valencia,1,DEC,2019,M
17,2:05:00,Evans CHEBET,KEN,1,Buenos Aires,22,SEP,2019,M
18,2:05:00,Philemon RONO,KEN,1,Toronto,20,OCT,2019,M
19,2:05:01,Shura KITATA,ETH,4,London,28,APR,2019,M
20,2:05:02,Emmanuel SAINA,KEN,4,Dubai,25,JAN,2019,M
21,2:05:09,Vincent KIPCHUMBA,KEN,1,Amsterdam,20,OCT,2019,M
22,2:05:09,Lemi BERHANU,ETH,2,Toronto,20,OCT,2019,M
